id,name
92,Talent Healthcare
93,Auspharma Private Limited
94,Diicor Healthcare
95,Meracus Pharmaceuticals
96,Dr Reddy's Laboratories Ltd
97,Swisskem Healthcare
98,Glebit Laboratories
99,Ajanta Pharma Ltd
100,Elivia Life Sciences Pvt Ltd
101,Rivan Pharma
102,Centaur Pharmaceuticals Pvt Ltd
103,Saturn Formulations Pvt Ltd
104,Riyadh Pharmaceutical
105,Cutis Biotech
106,Mediphar Lifesciences Pvt Ltd
107,Bennet Pharmaceuticals Limited
108,Serdia Pharmaceuticals India Pvt Ltd
109,RPG Life Sciences Ltd
110,Fillips Pharma
111,KLM Laboratories Pvt Ltd
112,Bellissa Pharmaceuticals
113,Akcent Healthcare
114,Nuorik Healthcare
115,Ecstasy Healthcare Private Limited
116,Biomirra Biogenics Pvt Ltd
117,Lincoln Pharmaceuticals Ltd
118,Wellbird Pharma Pvt Ltd
119,Cfl Pharmaceuticals Ltd
120,Biotanic Lifesciences
121,Quintos Pharmaceuticals Pvt Ltd
122,Venova Pharmaceuticals Pvt Ltd
123,Scott Edil Pharmacia Ltd
124,Alembic Pharmaceuticals Ltd
125,Curever Pharma Pvt Ltd
126,Cista Medicorp
127,Cadila Pharmaceuticals Ltd
128,Aurz Pharmaceuticals Pvt Ltd
129,Nimbles Biotech Pvt Ltd
130,Aden Healthcare
131,Wunderz Pharmaceuticals
132,Curis Lifecare
133,Pinarc Life Sciences
134,Eskag Pharma Pvt Ltd
135,Med Manor Organics Pvt Ltd
136,Royal Scottish Remedies
137,Ar-Ex Laboratories Pvt Ltd
138,Glaxo SmithKline Pharmaceuticals Ltd
139,Vilco Laboratories Pvt Ltd
140,Eraas International
141,DWD Pharmaceuticals Ltd
142,RP Healthcare Pvt. Ltd.
143,Crossford Healthcare
144,Sarvagunaushdhi Pvt Ltd
145,Valtin Health Care Pvt. Ltd.
146,Cyril Pharmaceuticals
147,Amplec Healthcare Pvt. Ltd.
148,Indoco Remedies Ltd
149,Healing Pharma India Pvt Ltd
150,Diamond Drugs Pvt Ltd
151,Brawn Laboratories Ltd
152,Elder Pharmaceuticals Ltd
153,Ordain Health Care Global Pvt Ltd
154,Bharat Antibiotics Inc
155,Apace Life Sciences Pvt Ltd
156,Hinglaj Laboratories
157,Pramukh Swami Pharma Ltd
158,Zydillac Biotech
159,Orion Lifesciences
160,S H Pharmaceuticals Ltd
161,Bio Health Pharma Pvt. Ltd.
162,Abbott
163,Helen Pharmaceuticals Private Limited
164,Tesni Pharmaceuticals
165,Psycogen Captab
166,Magnachem Pharmaceuticals Pvt Ltd
167,Euro Biogenics
168,Life Medicare & Biotech Pvt Ltd
169,Shiwalic Formulations Pvt Ltd
170,Fabino Life Sciences Ltd
171,Baropharn Formulations
172,Sansill Formulations
173,Vivid Biotek Pvt Ltd
174,Aeon Remedies
175,Bolivian Healthcare
176,Sun Life Sciences Pvt Ltd
177,Parke Davis India Ltd
178,Staunch Health Care Pvt Ltd
179,Hygeia Labs Pvt Ltd
180,Jenburkt Pharmaceuticals Ltd
181,Cmg Biotech Pvt Ltd
182,Supermax Laboratories
183,Neova Biogene Private Limited
184,Epsilon Biotech
185,Alde Medi Impex Ltd
186,Ernst Pharmacia
187,Syntho Pharmaceuticals Pvt Ltd
188,Vee Remedies
189,Globela Pharma Pvt Ltd
190,Trans Life Sciences
191,Swast Aushadhi Seva Generic Medicine Store
192,Parker Robinson Pvt Ltd
193,Estrellas Life Sciences Pvt. Ltd.
194,Biocorp Life Sciences Pvt Ltd
195,Varima Pharma Pvt Ltd
196,Biomax Biotechnics Pvt Ltd
197,Gary Pharmaceuticals Pvt Ltd
198,Cutis Dermacare
199,Mount Mettur Pharmaceuticals Ltd
200,Yash Pharma Laboratories Pvt Ltd
201,Gracia Life Science India Pvt Ltd
202,Medwide Pharma
203,Psychocare Health Pvt Ltd
204,Cure Quick Pharmaceuticals
205,Adcock Ingram Healthcare Pvt Ltd
206,Novartis India Ltd
207,Alkem Laboratories Ltd
208,Merck Ltd
209,Laclin Pharmaceuticals
210,Medial Pharma Ltd
211,Uvb Healthcare Pvt Ltd
212,GlaxoSmithKline Consumer Healthcare
213,Ethinext Pharma
214,Safe Life Care
215,Roussel Laboratories Pvt Ltd
216,Astley Life Sciences Pvt Ltd
217,Obsurge Biotech Ltd
218,Sing Pharma Pvt Ltd
219,Aventure Pharma
220,Meri-Odin Life sciences
221,Embiotic Laboratories Pvt Ltd
222,Bio Heal Remedies
223,Vasu Organics Pvt Ltd
224,Albinis Biotech Pvt Ltd
225,Altrawell Biotech Pvt Ltd
226,Consern Pharma Limited
227,Integral Lifesciences
228,Menrik Biomerge Pvt Ltd
229,Bio Swizz Pharmaceuticals
230,Aronex Life Sciences Pvt Ltd
231,BHC Lab Pvt Ltd
232,Shinto Organics (P) Limited
233,Captab Biotec
234,Getron Pharmaceuticals
235,Inex Medicaments Pvt Ltd
236,Skylla Pharmaceuticals
237,Canbro Healthcare
238,Flagship Biotech International
239,Overseas Healthcare Pvt Ltd
240,Trans Pharmaceuticals
241,Accilex Diacardo
242,Oriel Healthcare Pvt Ltd
243,Roman Lifesciences Pvt Ltd
244,Orris Pharmaceuticals
245,Wiscon Pharmaceuticals Pvt Ltd
246,Bell Pharma Pvt Ltd
247,Icpa Health Products Ltd
248,Eris Lifesciences Ltd
249,Sycap Pharma
250,Canon Biotech
251,Alpha Drugs & Pharmaceuticals
252,Torrent Pharmaceuticals Ltd
253,Curewin Hylico Pharma Pvt Ltd
254,USV Ltd
255,Adley Formulations
256,Martyn Nikk Pharma Private Limited
257,Leeford Healthcare Ltd
258,Oscar Remedies Pvt Ltd
259,Radico Remedies
260,Biocell Pharmaceuticals Pvt Ltd
261,MHS Pharmaceuticals Pvt Ltd
262,Insight Eyecare Pvt Ltd.
263,Alayza Life Sciences
264,Bandu Pharmaceuticals Private Limited
265,Psychotropics India Ltd
266,ABS Remedies Pvt Ltd
267,Omega Pharmaceuticals Pvt Ltd
268,Albia Biocare
269,Plena Remedies
270,Vinca Lifesciences
271,Trigenesis Life Sciences Pvt Ltd
272,Universal Life Sciences
273,Segos Biocare
274,Biorex Healthcare Pvt Ltd
275,Ruan Life Sciences Pvt Ltd
276,Torque Pharmaceuticals Pvt Ltd
277,Winsome Laboratories Pvt Ltd
278,Anitek Lifecare
279,Carise Pharmaceuticals Pvt Ltd
280,3C Health Solution Pvt Ltd
281,Nettle Pharmaceuticals
282,Carenix Bio Pharma Pvt. Ltd.
283,Samson Laboratories Pvt Ltd
284,Trumac Healthcare
285,Helplab Healthcare Pvt Ltd
286,Retra Life Science Pvt Ltd
287,Godrams Lifeline
288,Truecure Healthcare Private Limited
289,Medbeat Healthcare
290,Sigmund Promedica
291,Invision Medi Sciences Pvt Ltd
292,Assure Pharma
293,Anisum Lifesciences
294,Croise Pharma
295,Rencord Life Sciences Pvt Ltd
296,Jarson Pharmaceuticals
297,Ryon Pharma
298,Greenco Biologicals Pvt Ltd
299,Symbiosis Lab
300,Ranbaxy Laboratories Ltd
301,Medicaid Labs LLP
302,Medopharm
303,MSD Pharmaceuticals Pvt Ltd
304,MPC Pharmaceuticals
305,East West Pharma
306,Solis Pharma
307,Davaindia Generic Pharmacy
308,Vhb Life Sciences Inc
309,Zydus Cadila
310,Progressive Life Care
311,Biostrass Health Sciences Pvt Ltd
312,Merril Pharma Pvt Ltd
313,Wockhardt Ltd
314,Saimark Biotech Pvt Ltd
315,Aculife Healthcare Private Limited
316,Lumaire Labs Pvt Ltd
317,Catholicon Pharmaceuticals Pvt Ltd
318,Elgoog Health Series
319,Ardent Life Sciences Pvt Ltd
320,Advok Pharmacia Private Limited
321,Aromed Pharmaceuticals
322,Bilberry Pharmaceutical Pvt Ltd
323,Aarcin Pharmaceutical LLP
324,Care Formulation Labs Pvt Ltd
325,Shrrishti Health Care Products Pvt Ltd
326,Jawa Pharmaceuticals Pvt Ltd
327,Hamax Pharmaceuticals
328,Vital Care Pvt. Ltd
329,Terma Medicare India Pvt Ltd
330,Pharmasynth Formulations Ltd
331,Seagull Pharmaceutical Pvt Ltd
332,Cadell Healthcare Pvt Ltd
333,Lloyd Healthcare Pvt Ltd
334,A N Pharmacia
335,Esquire Drug House
336,Serum Institute Of India Ltd
337,Solvate Laboratries Pvt Ltd
338,Meghmani Lifesciences
339,Dial Pharmaceuticals Pvt Ltd
340,Vintek Pharmaceuticals
341,Morepen Laboratories Ltd
342,Ardor Drugs Pvt Ltd
343,Iceberg Healthcare Pvt Ltd
344,Caryota Life Sciences India Pvt. Ltd.
345,Astellas Pharma Inc
346,Curelogic Pharma
347,Anthus Pharmaceuticals Pvt Ltd
348,Abia Pharmaceuticals Pvt. Ltd.
349,Netprime Pharma Pvt Ltd
350,Maaah Pharmaceuticals Pvt. Ltd.
351,Edura Pharmaceuticals Pvt Ltd
352,B L Pharma Limited
353,Deys Medical
354,East African (India) Overseas
355,Unimarck Healthcare Ltd
356,Dakshinamurti Pharma Pvt. Ltd.
357,Remedial Healthcare
358,Mclain Laboratories
359,Rosswelt Biosciences
360,Pfizer Ltd
361,Grapple Life Sciences Pvt Ltd
362,Mediqas Pharmaceuticals
363,Taj Pharma India Ltd
364,Signit Laboratories Pvt Ltd
365,Nvron Life Science Ltd
366,Nodysis Pharma Pvt Ltd
367,Ciron Drugs & Pharmaceuticals Pvt Ltd
368,Advance Concept Pharmaceuticals Pvt. Ltd.
369,Anabiosis Medisciences Ltd
370,Clover Health Care Pharma
371,Alencure Biotech Pvt Ltd
372,Zion Pharmaceuticals Pvt Ltd
373,Lakssha Pharmaceuticals
374,Baroda Pharma Pvt Ltd
375,La Renon Healthcare Pvt Ltd
376,Shantha Biotech
377,Trident Pharma
378,Galpha Laboratories Ltd
379,Elinor Pharmaceuticals Pvt Ltd
380,Meyer Organics Pvt Ltd
381,Zen Pharma Pvt Ltd
382,Elixir Life Care Pvt Ltd
383,Solitaire Pharmacia Pvt Ltd
384,Avis Lifecare Pvt Ltd
385,Apellon Biotech
386,Denis Chem Lab Ltd
387,Willow Pharmaceuticals Pvt Ltd
388,Allenchem
389,Comed Chemicals Ltd
390,Carezone Healthcare
391,Timon Tender Care Pharmaceuticals Private Limited
392,Hemmispheres Pharma Private Limited
393,Lupin Ltd
394,UHC Life Sciences
395,Wanbury Ltd
396,Prevego Healthcare & Research Private Limited
397,Noel Pharma India Pvt Ltd
398,Dr Cure Pharmaceuticals India Pvt Ltd
399,Modern Pharmaceuticals
400,Galaxy Biotech
401,Bindlysh Biotec Ltd
402,Reantis Pharmaceuticals Pvt. Ltd.
403,Alpha Aromatic Pvt Ltd
404,Variety Pharmaceuticals Pvt Ltd
405,Daksh Pharma Pvt Ltd
406,Jagsonpal Pharmaceuticals Ltd
407,Mankind Pharma Ltd
408,Galgoties Pharmaceutical Pvt Ltd
409,Saanvika Pharma
410,Affy Pharma Pvt Ltd
411,Franco-Indian Pharmaceuticals Pvt Ltd
412,Procter & Gamble Hygiene and Health Care Ltd
413,Mas Life Science
414,Univentis Medicare Ltd
415,Sanko Biotech
416,Moraceae Pharmaceuticals Pvt Ltd
417,Mefro Pharmaceuticals Pvt Ltd
418,Lyra Laboratories Pvt Ltd
419,Ambit Bio Medix
420,Prayas Pharmaceuticals
421,Percos India Pvt Ltd
422,Events Pharma
423,Cell Salve Pharmaceuticals
424,Blayarson Remedies
425,Johnlee Pharmaceuticals Pvt Ltd
426,Evalin Healthcare
427,Allied Chemicals & Pharmaceuticals Pvt Ltd
428,J B Chemicals and Pharmaceuticals Ltd
429,Novalab Healthcare Pvt Ltd
430,Altruist Pharmacia Pvt Ltd
431,Cenofi Healthcare Pvt Ltd
432,Technopharm Pvt Ltd
433,PCI Pharmaceuticals
434,Pharma Planet India
435,Vrinda Life
436,Logimed Pharma Pvt Ltd
437,Fawn Incorporation
438,D D Pharmaceuticals
439,Zeelab Pharmacy Pvt Ltd
440,Orosys Life Sciences
441,Sumac Pharma Pvt Ltd
442,Abony Healthcare Limited
443,Hegde and Hegde Pharmaceutical LLP
444,Gentech Healthcare Pvt Ltd
445,Fytokem Formulations
446,Lividus Pharmaceuticals Pvt Ltd
447,United Biotech Pvt Ltd
448,MDC Pharmaceuticals Pvt Ltd
449,Gracure Pharmaceuticals Ltd
450,Cablin Healthcare Pvt Ltd
451,Juggat Pharma
452,Agron Remedies Pvt Ltd
453,Cubit Healthcare
454,Panacea Biotec Ltd
455,Avyukt Pharmaceuticals
456,Alleviate Pharmaceuticals Pvt. Ltd.
457,Zencus Pharma
458,Manlac Pharma
459,Symet Drugs Ltd
460,Malcom Pharmaceuticals
461,Legend Advanced Biomedicinals
462,Cadbless Life Care
463,Zee Laboratories
464,Mensa Futura Life Sciences Pvt Ltd
465,Plenteous Pharmaceuticals Ltd
466,Indian Drugs & Pharmaceuticals Ltd
467,Parry Pharma Pvt Ltd
468,Theo Pharma Pvt Ltd
469,Bal Pharma Ltd
470,Voopar Sciences Pvt Ltd
471,Precise Lifescience
472,Konark Biochem
473,Isis Healthcare Pvt Ltd
474,Alniche Life Sciences Pvt Ltd
475,Euphoric Pharmaceuticals Pvt Ltd
476,Akumentis Healthcare Ltd
477,Fresenius Kabi India Pvt Ltd
478,Thrift Pharmaceuticals
479,Bendic Healthcare Pvt Ltd
480,Zidwell Healthcare
481,Heal India Laboratories
482,Health Guard India Pvt Ltd
483,Universal Micro Sciences
484,Mcneil & Argus Pharmaceuticals Ltd
485,Walron Healthcare Pvt Ltd
486,Ratchet Biotech Pvt Ltd
487,I.I.F.A Health Care
488,Smayan Healthcare Pvt Ltd
489,Tesla Labs Pvt Ltd
490,Apkavit Lifesciences
491,Indo Pacific Life Sciences
492,Biocare Remedies
493,Lancer Health Care Pvt Ltd
494,Active Healthcare
495,Taurus Laboratories Pvt Ltd
496,Nuper therapeutics
497,Talent India
498,Glowderma Labs Pvt Ltd
499,Pegasus Farmaco India Pvt Ltd
500,Aristo Pharmaceuticals Pvt Ltd
501,Corona Remedies Pvt Ltd
502,Anmol Healthcare
503,Amazone Pharmaceuticals Pvt Ltd
504,Aan Pharma Pvt Ltd
505,Ambreyo Lifesciences
506,Aspen Pharmaceuticals
507,Desmark Formulations Pvt Ltd
508,Alteus Biogenics Pvt Ltd
509,Blue Cross Laboratories Ltd
510,Kav Laboratories
511,Fedley Healthcare Private Limited
512,Cyper Drugs & Pharmaceuticals Pvt Ltd
513,Boots Lifesciences Ltd
514,Dewallace Pharmaceuticals
515,Zelnic Biotech Pvt Ltd
516,Swakam Biotech Private Limited
517,Relish Pharmaceuticals
518,Zeeford Life Sciences
519,Glasier Wellness Inc
520,Mega Biosciences
521,Uj Life Care (opc) Private Limited
522,Orchid Chemicals & Pharmaceuticals Ltd
523,Saffron Therapeutics Pvt Ltd
524,Alisier Drugs Pvt Ltd
525,LA Grande Pvt Ltd
526,Choroid Laboratories
527,Solace Biotech Ltd
528,Votary Laboratories I Ltd
529,Smart Laboratories Pvt Ltd
530,Healthyways Pharmaceuticals pvt ltd Ltd
531,Chem + Med Pharmaceuticals
532,Reliance Formulation Pvt Ltd
533,Nulead Pharmaceuticals Pvt Ltd
534,Meddox Formulations
535,Gufic Bioscience Ltd
536,Magma Allianz Laboratories Ltd
537,Titan Bioscience Pvt Ltd
538,Brunson Healthcare Pvt Ltd
539,Santis Pharmaceuticals Private Limited
540,Mediwin Pharmaceuticals
541,Novalife Healthcare
542,MaxQure Labs
543,Being Care Pharmaceuticals
544,Synmedic Laboratories
545,Indo Medix
546,Zephon Life Sciences
547,Dharam Lifesciences
548,WellOK Pharma
549,Astonea Labs Private Limited
550,Koye Pharmaceuticals Pvt ltd
551,Celon Laboratories Ltd
552,Sparsha Pharma International Pvt Ltd
553,GLS Pharma Ltd.
554,Superlative Healthcare
555,Ind Swift Laboratories Ltd
556,Novita Healthcare Pvt Ltd
557,Edel Werk Biopharma Pvt Ltd
558,Endurance Healthcare Ltd
559,Scutonix Lifesciences Pvt Ltd
560,Jenome Biophar Pvt Ltd
561,Palsons Derma
562,Pulse Pharmaceuticals
563,Holy Lifesciences
564,Siesta Pharmaceuticals
565,Pifer Pharmaceuticals Pvt Ltd
566,Perk Pharmaceuticals Ltd
567,Fealth Life Care Pvt. Ltd.
568,Numedix Life Sciences
569,Medconic Healthcare
570,Instant Remedies Pvt Ltd
571,Dermacure Pharmaceuticals Pvt Ltd
572,Carron Biotech
573,Eveson Pharma
574,BestoChem Formulations India Ltd
575,Masson Healthcare Pvt Ltd
576,Cataliq Laboratories Pvt Ltd
577,Aja Life
578,Colgen Pharma
579,Raptakos Brett & Co Ltd
580,Zota Pharmaceuticals Pvt Ltd
581,Avail Healthcare
582,Salveo Lifecare
583,Magnus Biotech Pvt Ltd
584,TOSC International Pvt Ltd
585,Nitro Organics
586,Hetero Drugs Ltd
587,Prevento Pharma
588,Bio Drugs Laboratories Pvt Ltd
589,Aspire Remedies
590,SAC Pharmaceuticals
591,Fast cure Pharma
592,Vostok & Wilcure Remedies
593,Skintra Lifesciences Pvt Ltd
594,Meridian Medicare Ltd
595,Cure Tech Skincare
596,Mediyork Pharma Pvt Ltd
597,La Pharmaceuticals
598,Indmark Biotech Private Limited
599,Indolands Pharma Pvt Ltd
600,Bioderma Solutions
601,Veecube Healthcare Pvt Ltd
602,Skymax Laboratories Pvt Ltd
603,IGP Medventures Pvt Ltd
604,Saludar Healthcare Pvt Ltd
605,CGN Lifesciences Private Limited
606,Medico Healthcare
607,Dermo Care Laboratories
608,Molekule India Pvt Ltd
609,Ritz Pharma
610,Helax Healthcare Pvt. Ltd.
611,Ultratech Pharmaceuticals
612,Medix Biocare
613,Cortina Laboratories Pvt Ltd
614,Symbiosis Pharmaceuticals Pvt Ltd
615,Hauz Pharma Pvt Ltd
616,Pharmatech India
617,Varajs Biotecnica Private Ltd
618,Azine Healthcare Pvt Ltd
619,Gladstone Pharma India Pvt Ltd
620,Zargan Healthcare
621,Dalmia Healthcare
622,Odin Healthcare Pvt Ltd
623,East India Pharmaceutical Works Ltd
624,Karlin Pharmaceuticals & Exports Pvt Ltd
625,Kruger Pharmaceuticals Pvt Ltd
626,Nri Vision Care India Limited
627,LifeCare Formulation Pvt Ltd
628,Anvik Biotech
629,Panm Labs India
630,Iva Healthcare Pvt. Ltd.
631,Healthwell Healthcare
632,Cian Health Care Pvt Ltd
633,Ikon Remedies Pvt Ltd
634,Unicorn India
635,Systemic Healthcare
636,Healthkind Pharma Pvt Ltd
637,Kivi Labs Ltd
638,Denzai Innovations & Therapeutics Pvt Ltd
639,Stallion Laboratories Pvt Ltd
640,Dev Bhoomi Pharmaceuticals
641,NuLife Pharmaceuticals
642,Brostin Seizz Biocare
643,Astra Labs
644,Zenicure Labs
645,Empiai Pharmaceuticals Pvt Ltd
646,Acinom Healthcare
647,Apex Laboratories Pvt Ltd
648,Hetero Healthcare Limited
649,Alsun Pharma
650,Biostem pharma Pvt Ltd
651,Saksham Pharmaceuticals India Ltd
652,Trio Remedies Pvt Ltd
653,Alicia Healthcare
654,Oyster Labs Ltd
655,Aplonis Healthcare
656,Bioworld Pharma
657,Medifinity Healthcare Private Limited
658,Doux Healthcare Pvt Ltd
659,Neon Laboratories Ltd
660,Zenacts Pharma
661,Brinton Pharmaceuticals Pvt Ltd
662,M.M Pharma
663,Fulford India Ltd
664,Medirase Pharma
665,Libra Drugs India
666,Angel Laboratories Pvt Ltd
667,Alicon Pharmaceutical Pvt Ltd
668,Walter Bushnell
669,Shreya Life Sciences Pvt Ltd
670,Rhydburg Pharmaceuticals Ltd
671,Nest Pharma
672,Celsius Healthcare Pvt Ltd
673,Radisun Lifesciences
674,Biovalence Skin Care
675,Wisdom Pharma Pvt. Ltd
676,Lypho Med Remedies Pvt Ltd
677,Boehringer Ingelheim
678,Bill Cure Pharma Pvt Ltd
679,Biopolis Life Sciences Pvt Ltd
680,Apple Biotech
681,Antares Pharmaceuticals Pvt. Ltd.
682,Boffin Biotech Pvt Ltd
683,Giriraj Healthcare
684,Cassel Research Laboratories Pvt Ltd
685,Innovative Pharmaceuticals
686,Arika Healthcare
687,Medishri Healthcare
688,Cosmederma Remedies
689,Amzor Healthcare
690,Grandcure Healthcare Pvt Ltd
691,Galderma India Pvt Ltd
692,Adventus Laboratories India Pvt Ltd
693,Monokem Labs
694,Euro Organics
695,Avni Healthcare
696,Aventura Healthcare Pvt Ltd
697,Integrated Laboratories Pvt Ltd
698,Syscutis Healthcare
699,FDC Ltd
700,Athena Medicare
701,Medinova Labs
702,Astrum Healthcare Pvt Ltd
703,Shalina Laboratories Pvt Ltd
704,Care Us Pharmaceutical Private Limited
705,Chandra Bhagat Pharma Pvt Ltd
706,Akums Drugs & Pharmaceuticals Ltd
707,Biosiri Lifesciences
708,Motif Health Care
709,Alpha and Omega Therapeutics Pvt. Ltd.
710,Udik Pharmaceuticals Pvt Ltd
711,Sykocure Lifesciences
712,Mylan Pharmaceuticals Pvt Ltd
713,Raddison Health Care Pvt Ltd
714,Maxamus Pharma Pvt Ltd
715,Bonsai Pharma
716,Insutik pharmaceuticals Private Limited
717,Laxian Healthcare
718,Dion Pharmaceuticals
719,Signorah Healthcare
720,Aice Healthcare
721,Mesla Pharmaceuticals
722,Sword and Shield Pharma Ltd
723,Fourrts India Laboratories Pvt Ltd
724,Avecia Healthcare
725,Wannock Pharmaceuticals
726,Search Orbis Pharmaceuticals
727,Ethics Health Care Pvt Ltd
728,Mac Millon Pharmaceuticals Pvt Ltd
729,Concept Pharmaceuticals Ltd
730,Maverick Pharma Pvt Ltd
731,Latika Biotech Pvt. Ltd.
732,Lotus Life Sciences
733,Zuventus Healthcare Ltd
734,Curewell Drugs and Pharmaceuticals Pvt Ltd
735,Monichem Healthcare Pvt Ltd
736,Pharmanova India Drugs Pvt Ltd
737,Godase Healthcare
738,Royal Labs
739,Jagsam Pharma
740,Bioquest Pharmaceuticals Pvt Ltd
741,Sachio Pharma Bangalore Private Limited
742,Lucent Biotech Ltd
743,Candle Pharmaceuticals
744,Grecian Pvt Ltd
745,Roseate Drugs
746,Novogen Captab
747,Bayer Pharmaceuticals Pvt Ltd
748,Welkind Pharma
749,Briskon Laboratories
750,Biological E Ltd
751,Sanshis Pharmaceuticals
752,Allegiant Biotech
753,Olcare Laboratories
754,Novaduo Pharma
755,Genesis Biotech Inc
756,Shince Pharmaceuticals Pvt Ltd
757,Galcare Pharmaceutical Pvt Ltd
758,Nukind Healthcare Pvt Ltd
759,AS Lifesciences
760,Kopran Ltd
761,J M PHARMA PVT LTD
762,Aelida Healthcare
763,Rena Exports Pvt Ltd
764,Biogenetic Pharmaceuticals
765,GR Healthcare Laboratories
766,Swabhumi Drug & Pharmaceuticals India Ltd
767,Surya Pharmaceutical Ltd
768,Zicad Life Care
769,ModHike Pvt Ltd
770,MayGriss Healthcare Pvt. Ltd
771,Yester Pharma Pvt Ltd
772,Farlex Pharmaceuticals Pvt Ltd
773,Mitis Biomedics Ltd
774,Beatus Healthcare Pvt Ltd
775,Inga Laboratories Pvt Ltd
776,Afive Pharma
777,Agex Laboratories Pvt Ltd
778,Chiron Pharmaceuticals Pvt Ltd
779,Khandelwal Laboratories Pvt Ltd
780,Staunch Biotech
781,Iatric Pharmaceuticals
782,Adips Laboratories Ltd
783,Haledew Remedies
784,Avonic Life Sciences
785,Intra Labs India Pvt Ltd
786,Navil Laboratories Pvt Ltd
787,Sulzderma Pharmaceuticals Pvt Ltd
788,Fortune Labs
789,Concord Drugs Ltd
790,Somatico Pharmacal Pvt Ltd
791,Nutramedica Inc.
792,Caddes Life Sciences
793,Biotics Lab Life Services Private Limited
794,Macwin Pharma
795,Salvador Visiontech
796,Twilight Mercantiles Ltd
797,Medivision Pharm
798,Best Biotech
799,Indi Pharma
800,Earl Pharmaceuticals Private Limited
801,Lupitas Pharmaceuticals Pvt Ltd
802,Lifecare Neuro Products Ltd
803,Biosans Lifecare
804,Denchmed Pharma
805,Tabsule Pharmaceuticals
806,Stadmed Pvt Ltd
807,Gopal Lifesciences
808,Aqcor Drug
809,Rishab Healthcare pvt ltd. Ltd.
810,Accilex Nutricorp
811,Santiago Lifesciences Pvt Ltd
812,Essential Life Sciences Pvt Ltd
813,Scorleon Pharma
814,Deon Healthcare
815,Unimarck Pharma India Ltd
816,Grefith Life Sciences Pvt Ltd
817,Enrico Pharmaceuticals
818,UPS Healthcare
819,Zenlabs Ethica Ltd
820,Acron Pharmaceuticals
821,Cronus Biotech Ltd
822,Astrophel Pharmaceuticals
823,Assiduous Life Sciences Pvt Ltd
824,Ricaria Support Services Private Limited
825,Bioxtreme Pharma
826,Venus Remedies Ltd
827,Strive Pharmaceuticals
828,Ronish Bioceuticals
